Year,Season,Koppen climate classification,Climate,Country,Building type,Cooling startegy_building level,Cooling startegy_operation mode for MM buildings,Heating strategy_building level,Age,Sex,Thermal sensation,Thermal sensation acceptability,Air movement acceptability,Air movement preference,Thermal comfort,PMV,PPD,SET,Clo,Met,activity_10,activity_20,activity_30,activity_60,Air temperature (C),Air temperature (F),Ta_h (C),Ta_h (F),Ta_m (C),Ta_l (C),Ta_l (F),Operative temperature (C),Operative temperature (F),Radiant temperature (C),Radiant temperature (F),Globe temperature (C),Globe temperature (F),Tg_h (C),Tg_h (F),Tg_m (C),Tg_m (F),Tg_l (C),Tg_l (F),Relative humidity (%),Humidity preference,Humidity sensation,Air velocity (m/s),Air velocity (fpm),Outdoor monthly air temperature (C),Outdoor monthly air temperature (F),Thermal preference
1992.0,Summer,8.0,12.0,26.0,3.0,1.0,1.0,0.0,13.189256388091055,1.0,-2.0,1.0,1.0,0.0,0.0,1.36,43.62,33.48,0.91,2.6,1.194218,1.257274,1.264003,1.3192139999999999,21.2,70.2,21.2,70.2,24.220964000000002,19.4,66.9,21.3,70.3,21.3,70.4,21.3,70.3,21.3,70.3,24.375785999999998,75.874689,22.970135,73.34141899999999,44.8,0.0,11.470175,0.06,11.81,17.446745999999997,63.383538,2
1994.0,Autumn,14.0,18.0,3.0,2.0,1.0,1.0,0.0,35.0,1.0,-1.0,1.0,1.0,0.0,0.0,1.0862311565319105,20.962094284773425,25.769629000000002,0.62,1.206626,1.194218,1.257274,1.264003,1.3192139999999999,21.3,70.3,24.569257999999998,76.22371899999999,21.3,23.450124,74.207647,24.504233,76.105627,24.602735,76.283592,24.621170000000003,76.316978,24.79673,76.631297,24.375785999999998,75.874689,22.970135,73.34141899999999,32.3,0.0,11.470175,0.8476799999999999,34.932351000000004,17.446745999999997,63.383538,1
2015.0,Spring,7.0,7.0,0.0,5.0,3.0,2.0,1.0,70.0,1.0,1.0,1.0,1.0,2.0,5.0,-0.8,19.0,23.35,0.32,1.0,1.194218,1.257274,1.264003,1.3192139999999999,27.1,80.8,27.2,81.0,27.3,26.8,80.2,27.4,81.3,27.5,81.5,27.3,81.1,27.6,81.7,27.3,81.1,22.970135,73.34141899999999,39.1,0.0,-1.0,0.33,64.3,22.8,73.1,3
1998.0,Summer,8.0,12.0,26.0,3.0,3.0,3.0,1.0,13.189256388091055,2.0,1.0,1.0,1.0,3.0,0.0,0.6,12.0,27.27,0.68,1.2,1.194218,1.257274,1.264003,1.3192139999999999,25.0,77.0,24.569257999999998,76.22371899999999,24.220964000000002,23.450124,74.207647,24.504233,76.105627,26.2,79.2,25.7,78.3,24.79673,76.631297,24.375785999999998,75.874689,22.970135,73.34141899999999,45.7,3.0,0.0,0.08,15.75,17.9,64.2,3
2010.0,Autumn,7.0,7.0,2.0,1.0,3.0,2.0,0.0,21.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0862311565319105,20.962094284773425,25.769629000000002,0.44,1.0,1.194218,1.257274,1.264003,1.3192139999999999,27.3,81.1,24.569257999999998,76.22371899999999,24.220964000000002,23.450124,74.207647,24.504233,76.105627,24.602735,76.283592,24.621170000000003,76.316978,24.79673,76.631297,24.375785999999998,75.874689,22.970135,73.34141899999999,73.0,0.0,11.470175,0.2,39.37,23.0,73.4,1
2012.0,Summer,13.0,11.0,9.0,2.0,2.0,1.0,0.0,55.0,1.0,0.0,1.0,1.0,1.0,6.0,0.5,11.0,27.32,0.7,1.3,1.194218,1.257274,1.264003,1.3192139999999999,24.6,76.3,24.6,76.3,24.220964000000002,23.450124,74.207647,24.504233,76.105627,24.602735,76.283592,24.621170000000003,76.316978,25.4,77.7,24.375785999999998,75.874689,22.970135,73.34141899999999,46.5,0.0,11.470175,0.04,6.89,18.5,65.3,2
1999.0,Spring,8.0,12.0,26.0,3.0,1.0,1.0,1.0,13.189256388091055,2.0,1.0,1.0,1.0,3.0,0.0,1.0862311565319105,20.962094284773425,25.769629000000002,0.72,1.3,1.194218,1.257274,1.264003,1.3192139999999999,24.496357999999997,76.09054,24.569257999999998,76.22371899999999,24.220964000000002,23.450124,74.207647,24.504233,76.105627,24.602735,76.283592,23.2,73.7,24.79673,76.631297,24.375785999999998,75.874689,22.970135,73.34141899999999,47.548293,2.0,-1.0,0.01,1.97,6.0,42.8,2
2012.0,Winter,12.0,9.0,9.0,2.0,1.0,1.0,0.0,35.0,1.0,0.0,1.0,1.0,2.0,5.0,0.6,12.0,27.6,0.99,1.1,1.194218,1.257274,1.264003,1.3192139999999999,24.8,76.6,24.8,76.6,24.220964000000002,23.450124,74.207647,24.504233,76.105627,24.602735,76.283592,24.621170000000003,76.316978,24.8,76.6,24.375785999999998,75.874689,22.970135,73.34141899999999,43.1,0.0,11.470175,0.06,10.83,15.5,59.9,2
2012.0,Autumn,3.0,16.0,9.0,2.0,3.0,1.0,0.0,13.189256388091055,1.0,0.0,0.0,1.0,1.0,0.0,0.9,22.0,28.9,0.68,1.0,1.194218,1.257274,1.264003,1.3192139999999999,26.9,80.4,24.569257999999998,76.22371899999999,24.220964000000002,23.450124,74.207647,24.504233,76.105627,24.602735,76.283592,24.621170000000003,76.316978,27.3,81.1,24.375785999999998,75.874689,22.970135,73.34141899999999,71.0,0.0,11.470175,0.11,21.65,29.7,85.5,1
1995.0,Summer,9.0,5.0,26.0,2.0,2.0,1.0,1.0,13.189256388091055,0.0,-1.0,1.0,1.0,0.0,0.0,1.0862311565319105,20.962094284773425,25.769629000000002,0.72,1.2,1.194218,1.257274,1.264003,1.3192139999999999,24.496357999999997,76.09054,24.569257999999998,76.22371899999999,24.220964000000002,23.450124,74.207647,24.504233,76.105627,24.602735,76.283592,24.621170000000003,76.316978,24.79673,76.631297,24.375785999999998,75.874689,22.2,71.9,47.548293,0.0,11.470175,0.08,15.75,4.0,39.0,2
2000.0,Winter,7.0,7.0,2.0,2.0,1.0,1.0,0.0,13.189256388091055,0.0,-0.9,1.0,1.0,0.0,0.0,-0.4,8.0,24.11,0.98,1.3,1.194218,1.257274,1.264003,1.3192139999999999,19.1,66.5,24.569257999999998,76.22371899999999,24.220964000000002,23.450124,74.207647,24.504233,76.105627,18.8,65.9,24.621170000000003,76.316978,24.79673,76.631297,24.375785999999998,75.874689,22.970135,73.34141899999999,56.7,0.0,11.470175,0.12,23.62,17.446745999999997,63.383538,1
1995.0,Winter,9.0,5.0,26.0,2.0,1.0,1.0,1.0,13.189256388091055,0.0,1.0,1.0,1.0,0.0,0.0,0.2,6.0,25.81,0.75,1.3,1.194218,1.257274,1.264003,1.3192139999999999,24.0,75.1,24.569257999999998,76.22371899999999,24.220964000000002,23.450124,74.207647,24.504233,76.105627,24.602735,76.283592,24.621170000000003,76.316978,25.0,77.0,24.375785999999998,75.874689,22.2,71.9,26.4,0.0,11.470175,0.07,13.78,16.0,61.0,3
2014.0,Summer,6.0,3.0,11.0,4.0,2.0,1.0,0.0,45.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0862311565319105,20.962094284773425,25.769629000000002,0.61,1.2,1.194218,1.257274,1.264003,1.3192139999999999,29.9,85.8,24.569257999999998,76.22371899999999,24.220964000000002,23.450124,74.207647,30.3,86.5,24.602735,76.283592,24.621170000000003,76.316978,24.79673,76.631297,24.375785999999998,75.874689,22.970135,73.34141899999999,72.0,0.0,11.470175,0.24,47.2,31.9,89.3,3
1995.0,Winter,9.0,5.0,26.0,2.0,1.0,1.0,1.0,13.189256388091055,0.0,0.0,1.0,1.0,0.0,0.0,-0.3,8.0,24.49,0.84,1.0,1.194218,1.257274,1.264003,1.3192139999999999,22.7,72.9,24.569257999999998,76.22371899999999,24.220964000000002,23.450124,74.207647,24.504233,76.105627,24.602735,76.283592,24.621170000000003,76.316978,23.5,74.3,24.375785999999998,75.874689,22.6,72.7,40.5,0.0,11.470175,0.12,23.62,4.0,39.0,2
2015.0,Summer,7.0,7.0,27.0,2.0,3.0,1.0,1.0,13.189256388091055,1.0,0.0,1.0,1.0,0.0,5.0,1.0862311565319105,20.962094284773425,25.769629000000002,0.45,1.206626,1.194218,1.1,1.264003,1.0,23.3,73.9,24.569257999999998,76.22371899999999,23.3,23.450124,74.207647,23.3,73.9,24.602735,76.283592,24.621170000000003,76.316978,24.79673,76.631297,23.3,73.9,22.970135,73.34141899999999,55.6,0.0,11.470175,0.03,6.1,28.0,82.4,1
1996.0,Winter,2.0,13.0,27.0,1.0,2.0,1.0,0.0,17.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0862311565319105,20.962094284773425,25.769629000000002,0.64,1.2,1.194218,1.257274,1.264003,1.3192139999999999,24.496357999999997,76.09054,26.9,80.4,24.220964000000002,23.450124,74.207647,26.8,80.2,24.602735,76.283592,26.8,80.2,26.8,80.2,24.375785999999998,75.874689,22.970135,73.34141899999999,61.6,0.0,11.470175,0.8476799999999999,34.932351000000004,17.446745999999997,63.383538,2
2010.0,Summer,10.0,17.0,27.0,2.0,3.0,3.0,0.0,13.189256388091055,0.0,0.16300883968656754,1.0,1.0,0.0,2.7,1.0862311565319105,20.962094284773425,25.769629000000002,0.675876,1.206626,1.194218,1.257274,1.264003,1.3192139999999999,26.0,78.8,26.0,78.8,24.220964000000002,23.450124,74.207647,24.504233,76.105627,24.602735,76.283592,24.621170000000003,76.316978,24.79673,76.631297,24.375785999999998,75.874689,22.970135,73.34141899999999,47.548293,0.0,11.470175,0.8476799999999999,34.932351000000004,17.1,62.7,1
2010.0,Winter,7.0,7.0,2.0,2.0,3.0,2.0,0.0,23.0,2.0,0.16300883968656754,1.0,1.0,0.0,0.0,1.0862311565319105,20.962094284773425,25.769629000000002,0.57,1.0,1.194218,1.257274,1.264003,1.3192139999999999,28.0,82.4,24.569257999999998,76.22371899999999,24.220964000000002,23.450124,74.207647,24.504233,76.105627,24.602735,76.283592,24.621170000000003,76.316978,24.79673,76.631297,24.375785999999998,75.874689,22.970135,73.34141899999999,42.3,0.0,11.470175,0.1,19.69,19.0,66.2,1
2012.0,Winter,11.0,1.0,27.0,2.0,2.0,1.0,0.0,13.189256388091055,0.0,0.2,0.0,1.0,1.0,0.0,1.0862311565319105,20.962094284773425,25.769629000000002,0.91,1.206626,1.194218,1.257274,1.264003,1.3192139999999999,27.0,80.6,27.0,80.6,24.220964000000002,23.450124,74.207647,24.504233,76.105627,24.602735,76.283592,24.621170000000003,76.316978,24.79673,76.631297,24.375785999999998,75.874689,22.970135,73.34141899999999,42.7,0.0,11.470175,0.8476799999999999,34.932351000000004,7.8,46.0,2
2010.0,Summer,1.0,14.0,2.0,1.0,2.0,1.0,0.0,22.0,2.0,1.0,1.0,1.0,2.0,0.0,0.8,17.0,27.71,0.36,1.2,1.194218,1.257274,1.264003,1.3192139999999999,27.9,82.3,24.569257999999998,76.22371899999999,24.220964000000002,23.450124,74.207647,27.9,82.3,24.602735,76.283592,24.621170000000003,76.316978,28.5,83.3,24.375785999999998,75.874689,22.970135,73.34141899999999,63.4,0.0,11.470175,0.16,31.1,28.0,82.4,3
2008.0,Spring,12.0,9.0,9.0,4.0,2.0,1.0,0.0,13.189256388091055,0.0,0.0,1.0,1.0,0.0,0.0,1.0862311565319105,20.962094284773425,25.769629000000002,0.5,1.0,1.194218,1.257274,1.264003,1.3192139999999999,24.2,75.5,24.569257999999998,76.22371899999999,24.220964000000002,23.450124,74.207647,25.0,77.0,24.602735,76.283592,24.621170000000003,76.316978,24.79673,76.631297,24.375785999999998,75.874689,22.970135,73.34141899999999,57.0,0.0,11.470175,0.8476799999999999,34.932351000000004,17.0,62.6,1
2012.0,Spring,4.0,4.0,9.0,2.0,3.0,1.0,0.0,13.189256388091055,2.0,3.0,1.0,1.0,2.0,0.0,0.5,10.0,26.9,0.72,1.0,1.194218,1.257274,1.264003,1.3192139999999999,27.7,81.9,24.569257999999998,76.22371899999999,24.220964000000002,23.450124,74.207647,24.504233,76.105627,24.602735,76.283592,24.621170000000003,76.316978,27.1,80.8,24.375785999999998,75.874689,22.970135,73.34141899999999,31.0,0.0,11.470175,0.13,25.59,31.5,88.7,3
2012.0,Autumn,3.0,16.0,9.0,2.0,3.0,1.0,0.0,13.189256388091055,1.0,0.0,1.0,1.0,1.0,0.0,0.4,9.0,26.5,0.68,1.0,1.194218,1.257274,1.264003,1.3192139999999999,26.2,79.2,24.569257999999998,76.22371899999999,24.220964000000002,23.450124,74.207647,24.504233,76.105627,24.602735,76.283592,24.621170000000003,76.316978,25.9,78.6,24.375785999999998,75.874689,22.970135,73.34141899999999,53.0,0.0,11.470175,0.0,0.0,29.7,85.5,2
2015.0,Autumn,7.0,7.0,27.0,2.0,3.0,1.0,1.0,13.189256388091055,2.0,0.0,1.0,1.0,0.0,5.0,1.0862311565319105,20.962094284773425,25.769629000000002,0.46,1.206626,1.194218,1.3,1.264003,1.0,22.2,71.9,24.569257999999998,76.22371899999999,22.2,23.450124,74.207647,22.2,71.9,24.602735,76.283592,24.621170000000003,76.316978,24.79673,76.631297,22.2,71.9,22.970135,73.34141899999999,30.5,0.0,11.470175,0.03,5.1,12.0,53.6,1
2010.0,Winter,7.0,7.0,2.0,2.0,3.0,2.0,0.0,22.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0862311565319105,20.962094284773425,25.769629000000002,0.58,1.0,1.194218,1.257274,1.264003,1.3192139999999999,23.1,73.7,24.569257999999998,76.22371899999999,24.220964000000002,23.450124,74.207647,24.504233,76.105627,24.602735,76.283592,24.621170000000003,76.316978,24.79673,76.631297,24.375785999999998,75.874689,22.970135,73.34141899999999,60.4,0.0,11.470175,0.1,19.69,19.0,66.2,2
2010.0,Winter,7.0,7.0,2.0,2.0,3.0,2.0,0.0,25.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0862311565319105,20.962094284773425,25.769629000000002,0.84,1.0,1.194218,1.257274,1.264003,1.3192139999999999,23.0,73.4,24.569257999999998,76.22371899999999,24.220964000000002,23.450124,74.207647,24.504233,76.105627,24.602735,76.283592,24.621170000000003,76.316978,24.79673,76.631297,24.375785999999998,75.874689,22.970135,73.34141899999999,59.4,0.0,11.470175,0.2,39.37,19.0,66.2,2
2003.0,Winter,10.0,17.0,27.0,2.0,2.0,1.0,1.0,13.189256388091055,2.0,1.0,1.0,0.0,2.0,0.0,1.0862311565319105,20.962094284773425,25.769629000000002,1.24,1.3,1.194218,1.257274,1.264003,1.3192139999999999,24.3,75.7,24.3,75.7,24.220964000000002,23.450124,74.207647,24.4,75.9,24.602735,76.283592,24.621170000000003,76.316978,24.5,76.1,24.375785999999998,75.874689,22.970135,73.34141899999999,47.548293,0.0,11.470175,0.8476799999999999,34.932351000000004,10.0,50.0,3
1993.0,Summer,6.0,3.0,17.0,0.0,2.0,1.0,0.0,32.0,1.0,0.0,1.0,1.0,0.0,0.0,1.9,72.03,29.76,0.26,0.77,1.194218,1.257274,1.264003,1.3192139999999999,32.7,90.9,24.569257999999998,76.22371899999999,32.7,23.450124,74.207647,32.9,91.2,33.0,91.5,33.0,91.4,24.79673,76.631297,33.0,91.4,22.970135,73.34141899999999,54.6,0.0,11.470175,0.26,51.2,17.446745999999997,63.383538,2
2010.0,Winter,1.0,14.0,2.0,1.0,2.0,1.0,0.0,19.0,2.0,0.0,1.0,1.0,1.0,0.0,-0.1,5.0,25.19,0.5,1.2,1.194218,1.257274,1.264003,1.3192139999999999,24.2,75.6,24.569257999999998,76.22371899999999,24.220964000000002,23.450124,74.207647,24.2,75.6,24.602735,76.283592,24.621170000000003,76.316978,26.5,79.7,24.375785999999998,75.874689,22.970135,73.34141899999999,71.6,0.0,11.470175,0.13,25.98,25.0,77.0,2
2007.0,Spring,3.0,16.0,15.0,4.0,3.0,3.0,0.0,13.189256388091055,0.0,0.0,1.0,1.0,0.0,0.0,1.0862311565319105,20.962094284773425,25.769629000000002,0.675876,1.206626,1.194218,1.257274,1.264003,1.3192139999999999,25.0,77.0,24.569257999999998,76.22371899999999,24.220964000000002,23.450124,74.207647,24.504233,76.105627,24.602735,76.283592,24.621170000000003,76.316978,26.6,79.9,24.375785999999998,75.874689,22.970135,73.34141899999999,62.0,0.0,11.470175,0.4,78.74,24.0,75.2,1
1986.0,Summer,0.0,15.0,20.0,2.0,1.0,1.0,0.0,13.189256388091055,2.0,0.0,1.0,1.0,0.0,0.0,-0.58,12.04,23.63,0.78,0.99,1.194218,1.257274,1.264003,1.3192139999999999,21.9,71.4,24.569257999999998,76.22371899999999,21.9,23.450124,74.207647,22.5,72.5,23.2,73.7,23.1,73.6,24.79673,76.631297,23.1,73.6,22.970135,73.34141899999999,61.1,0.0,11.470175,0.1,19.69,17.446745999999997,63.383538,1
2004.0,Summer,15.0,8.0,4.0,1.0,1.0,1.0,1.0,13.189256388091055,0.0,-1.0,1.0,1.0,0.0,2.0,-0.9,21.0,22.35,0.46,1.1,1.194218,1.257274,1.264003,1.3192139999999999,24.1,75.4,24.1,75.4,24.220964000000002,23.450124,74.207647,24.504233,76.105627,23.8,74.8,24.621170000000003,76.316978,24.79673,76.631297,24.375785999999998,75.874689,22.970135,73.34141899999999,65.3,0.0,11.470175,0.23,45.28,26.0,79.0,1
2005.0,Summer,7.0,7.0,4.0,3.0,2.0,1.0,0.0,13.189256388091055,0.0,3.0,0.0,1.0,0.0,1.0,2.7,96.0,35.32,0.33,2.0,1.194218,1.257274,1.264003,1.3192139999999999,32.0,89.7,32.1,89.8,32.1,31.9,89.4,24.504233,76.105627,33.5,92.3,24.621170000000003,76.316978,33.0,91.4,32.9,91.2,32.7,90.9,61.9,0.0,11.470175,0.18,34.78,29.0,84.0,1
2012.0,Summer,3.0,16.0,9.0,2.0,3.0,1.0,0.0,13.189256388091055,2.0,-1.0,0.0,1.0,3.0,0.0,1.2,34.0,29.44,0.84,1.0,1.194218,1.257274,1.264003,1.3192139999999999,27.4,81.3,24.569257999999998,76.22371899999999,24.220964000000002,23.450124,74.207647,24.504233,76.105627,24.602735,76.283592,24.621170000000003,76.316978,27.7,81.9,24.375785999999998,75.874689,22.970135,73.34141899999999,56.0,0.0,11.470175,0.07,13.78,38.1,100.5,1
1995.0,Winter,9.0,5.0,26.0,2.0,2.0,1.0,1.0,13.189256388091055,0.0,3.0,0.0,1.0,0.0,0.0,0.7,15.0,29.42,1.36,1.3,1.194218,1.257274,1.264003,1.3192139999999999,23.1,73.5,24.569257999999998,76.22371899999999,24.220964000000002,23.450124,74.207647,24.504233,76.105627,24.602735,76.283592,24.621170000000003,76.316978,23.6,74.5,24.375785999999998,75.874689,21.6,70.9,35.3,0.0,11.470175,0.03,5.91,16.0,61.0,3
2012.0,Spring,14.0,18.0,26.0,1.0,2.0,1.0,0.0,13.189256388091055,0.0,1.0,1.0,1.0,0.0,0.0,-0.3,7.0,24.5,0.75,1.2,1.194218,1.257274,1.264003,1.3192139999999999,21.4,70.5,24.569257999999998,76.22371899999999,24.220964000000002,23.450124,74.207647,22.1,71.8,22.8,73.0,24.621170000000003,76.316978,24.79673,76.631297,24.375785999999998,75.874689,22.970135,73.34141899999999,53.2,0.0,11.470175,0.11,21.12,7.3,45.1,1
2010.0,Summer,10.0,17.0,27.0,2.0,3.0,3.0,0.0,13.189256388091055,0.0,0.16300883968656754,1.0,1.0,0.0,3.5,1.0862311565319105,20.962094284773425,25.769629000000002,0.675876,1.206626,1.194218,1.257274,1.264003,1.3192139999999999,22.6,72.6,22.6,72.6,24.220964000000002,23.450124,74.207647,24.504233,76.105627,24.602735,76.283592,24.621170000000003,76.316978,24.79673,76.631297,24.375785999999998,75.874689,22.970135,73.34141899999999,47.548293,0.0,11.470175,0.8476799999999999,34.932351000000004,17.1,62.7,1
1997.0,Summer,4.0,4.0,0.0,2.0,1.0,1.0,0.0,53.0,2.0,0.0,1.0,1.0,1.0,5.0,-0.08,5.14,25.37,0.69,1.25,1.030927835,1.116838488,1.718213058,1.116838488,22.9,73.3,22.9,73.3,23.0,22.9,73.2,23.2,73.8,23.5,74.3,23.2,73.7,23.3,74.0,23.3,73.9,22.9,73.2,50.4,0.0,11.470175,0.13,26.25,17.446745999999997,63.383538,2
1983.0,Summer,7.0,7.0,0.0,2.0,1.0,1.0,0.0,24.0,2.0,-0.3,1.0,1.0,0.0,0.0,-0.26,6.44,24.16,0.67,1.2,1.058020478,1.058020478,1.3481228669999998,1.3481228669999998,23.6,74.5,24.569257999999998,76.22371899999999,23.6,23.450124,74.207647,23.9,75.0,24.2,75.5,23.8,74.8,24.79673,76.631297,23.8,74.8,22.970135,73.34141899999999,52.7,0.0,11.470175,0.27,53.15,17.446745999999997,63.383538,2
